snippet,print_page,keywords,section_name,abstract,source,blog,news_desk,pub_date,multimedia,word_count,lead_paragraph,type_of_material,web_url,_id,subsection_name,headline,byline,document_type
"<LOCATION>Indonesia</LOCATION>'s manufacturing activity contracted straight month <DATE>December</DATE>, falling weakest level early <DATE>2011</DATE> due declining output export orders, HSBC Markit purchasing managers' index PMI survey showed <DATE>Friday</DATE>.",null,[],Business Day,null,Reuters,[],None,2015-01-01T22:01:32Z,[],240,"<LOCATION>Indonesia</LOCATION>'s manufacturing activity contracted straight month <DATE>December</DATE>, falling weakest level early <DATE>2011</DATE> due declining output export orders, HSBC Markit purchasing managers' index PMI survey showed <DATE>Friday</DATE>.",News,http://www.nytimes.com/reuters/2015/01/01/business/01reuters-indonesia-economy-pmi.html,54a60ac57988102023c952a4,null,"{main:<LOCATION>Indonesia<\/LOCATION> Manufacturing Contracts Record Low December-PMI,print_headline:<LOCATION>Indonesia<\/LOCATION> Manufacturing Contracts Record Low December-PMI}","{original:By REUTERS,person:[],organization:REUTERS}",article
"<LOCATION>Singapore</LOCATION>'s economic growth slowed expected fourth quarter manufacturing sector contracted face erratic global demand, raising concerns outlook <DATE>2015</DATE>.",null,[],Business Day,null,Reuters,[],None,2015-01-01T21:50:49Z,[],507,"<LOCATION>Singapore</LOCATION>'s economic growth slowed expected fourth quarter manufacturing sector contracted face erratic global demand, raising concerns outlook <DATE>2015</DATE>.",News,http://www.nytimes.com/reuters/2015/01/01/business/01reuters-singapore-economy-gdp.html,54a607eb7988102023c95265,null,"{main:<LOCATION>Singapore<\/LOCATION>'s Slower-Than-Expected Fourth-Quarter Growth Signals Weaker Outlook 2015,print_headline:<LOCATION>Singapore<\/LOCATION>'s Slower-Than-Expected Fourth-Quarter Growth Signals Weaker Outlook 2015}","{original:By REUTERS,person:[],organization:REUTERS}",article
"The euro started year 29-month lows <LOCATION>Asia</LOCATION> head head <ORGANIZATION>European Central Bank</ORGANIZATION> fanned expectations bolder steps stimulus month, underlining <LOCATION>U.S.</LOCATION> dollar's rate advantage.",null,[],Business Day,null,Reuters,[],None,2015-01-01T19:10:02Z,[],546,"The euro started year 29-month lows <LOCATION>Asia</LOCATION> head head <ORGANIZATION>European Central Bank</ORGANIZATION> fanned expectations bolder steps stimulus month, underlining <LOCATION>U.S.</LOCATION> dollar's rate advantage.",News,http://www.nytimes.com/reuters/2015/01/01/business/01reuters-markets-global.html,54a5e2847988102023c94f13,null,"{main:Euro Starts New Year New Lows, Oil Tries Bounce,print_headline:Euro Starts New Year New Lows, Oil Tries Bounce}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Gunmen attacked truck carrying Kenyan soldiers border <LOCATION>Somalia</LOCATION> <DATE>Thursday</DATE>, wounding, police, assault bore hallmarks <LOCATION>Somalia</LOCATION>'s Islamist militant group al Shabaab.",null,[],World,null,Reuters,[],None,2015-01-01T14:45:16Z,[],332,"Gunmen attacked truck carrying Kenyan soldiers border <LOCATION>Somalia</LOCATION> <DATE>Thursday</DATE>, wounding, police, assault bore hallmarks <LOCATION>Somalia</LOCATION>'s Islamist militant group al Shabaab.",News,http://www.nytimes.com/reuters/2015/01/01/world/africa/01reuters-kenya-attacks.html,54a5a41a7988102023c948b1,<LOCATION>Africa</LOCATION>,"{main:Three Kenyan Soldiers Wounded Gun Attack Near Somali Border,print_headline:Three Kenyan Soldiers Wounded Gun Attack Near Somali Border}","{original:By REUTERS,person:[],organization:REUTERS}",article
"DISH Networks Inc <DATE>Thursday</DATE> make The Interview, controversial <ORGANIZATION>Sony Pictures Entertainment</ORGANIZATION> film fictitious assassination North Korean leader <PERSON>Kim Jong Un</PERSON>, pay-per-view option starting Jan 2.",null,[],Arts,null,Reuters,[],None,2015-01-01T14:13:13Z,[],173,"DISH Networks Inc <DATE>Thursday</DATE> make The Interview, controversial <ORGANIZATION>Sony Pictures Entertainment</ORGANIZATION> film fictitious assassination North Korean leader <PERSON>Kim Jong Un</PERSON>, pay-per-view option starting Jan 2.",News,http://www.nytimes.com/reuters/2015/01/01/arts/01reuters-dish-theinterview.html,54a59cea7988102023c94688,null,"{main:DISH Network Make 'The Interview' Available January 2,print_headline:DISH Network Make 'The Interview' Available January 2}","{original:By REUTERS,person:[],organization:REUTERS}",article
"A prostitute, married Egyptian banker, involved plot supply Palestinian Jews arms <DATE>1930</DATE>'s rebellion British.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T12:23:59Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-justine/video-justine-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-justine/video-justine-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-justine/video-justine-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-justine/video-justine-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-justine/video-justine-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-justine/video-justine-thumbStandard.jpg,height:75}]",27,"A prostitute, married Egyptian banker, involved plot supply Palestinian Jews arms <DATE>1930</DATE>'s rebellion British.",Video,http://www.nytimes.com/video/movies/100000003346073/justine.html,54a582c27988102023c93e68,null,{"main":"Justine"},"{original:Twentieth Century Fox Home Entertainment,person:[{firstname:Twentieth,role:reported,organization:,middlename:Century,rank:1,lastname:Fox}]}",multimedia
"Record high oil prices, global warming, insatiable demand energy: issues catalyst heated debates positive change years. 2008 Sundance award-winning film FUEL exposes shocking connections",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T10:52:53Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-fuel/video-fuel-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-fuel/video-fuel-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-fuel/video-fuel-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-fuel/video-fuel-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-fuel/video-fuel-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-fuel/video-fuel-thumbStandard.jpg,height:75}]",38,"Record high oil prices, global warming, insatiable demand energy: issues catalyst heated debates positive change years. 2008 Sundance award-winning film FUEL exposes shocking connections",Video,http://www.nytimes.com/video/movies/100000003325901/fuel.html,54a56d5979881011bed2ccd1,null,{"main":"Fuel"},"{original:Cinema Libre Studio,person:[{firstname:Cinema,role:reported,organization:,middlename:Libre,rank:1,lastname:Studio}]}",multimedia
The year expected bring rising chicken egg prices <LOCATION>U.S. California</LOCATION> starts requiring farmers house hens cages space move stretch wings.,null,[],Business Day,null,AP,[],Business,2015-01-01T10:32:26Z,[],626,The year expected bring rising chicken egg prices <LOCATION>U.S. California</LOCATION> starts requiring farmers house hens cages space move stretch wings.,News,http://www.nytimes.com/aponline/2015/01/01/us/ap-us-chicken-cage-california-law.html,54a568e579881011bed2cbce,null,"{main:More Room Chickens Likely Means Costlier Eggs,print_headline:More Room Chickens Likely Means Costlier Eggs}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"Spoofy-goofy comedy, otherworldly special effects, spectacular space creatures, bedraggled 'bots, biceps-ripplnig swashbuckling highlight cult fave. In future, galaxy's water supply starts run, band pirates searches",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T08:35:46Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/03/13/movies/video-the-ice-pirates/video-the-ice-pirates-thumbStandard.jpg,height:75}]",35,"Spoofy-goofy comedy, otherworldly special effects, spectacular space creatures, bedraggled 'bots, biceps-ripplnig swashbuckling highlight cult fave. In future, galaxy's water supply starts run, band pirates searches",Video,http://www.nytimes.com/video/movies/100000003390187/the-ice-pirates.html,54a54d4279881011bed2c5a5,null,{"main":"The Ice Pirates"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
Based comic book character. A punk rock renegade fights forces evil save world's water supply evil dude year <DATE>2033</DATE>. Cool soundtrack.,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T06:23:47Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/03/21/movies/video-tank-girl/video-tank-girl-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/03/21/movies/video-tank-girl/video-tank-girl-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/03/21/movies/video-tank-girl/video-tank-girl-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/03/21/movies/video-tank-girl/video-tank-girl-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/03/21/movies/video-tank-girl/video-tank-girl-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/03/21/movies/video-tank-girl/video-tank-girl-thumbStandard.jpg,height:75}]",31,Based comic book character. A punk rock renegade fights forces evil save world's water supply evil dude year <DATE>2033</DATE>. Cool soundtrack.,Video,http://www.nytimes.com/video/movies/100000003380233/tank-girl.html,54a52e4a79881011bed2beb7,null,{"main":"Tank Girl"},"{original:MGM Home Entertainment,person:[{firstname:Mgm,role:reported,organization:,middlename:Home,rank:1,lastname:Entertainment}]}",multimedia
