snippet,print_page,keywords,section_name,abstract,source,blog,news_desk,pub_date,multimedia,word_count,lead_paragraph,type_of_material,web_url,_id,subsection_name,headline,byline,document_type
<PERSON>Woody Johnson</PERSON>'s search <LOCATION>New York</LOCATION> Jets' coach general manager <LOCATION>Seattle</LOCATION>.,null,[],Sports,null,AP,[],None,2015-01-01T22:59:30Z,[],500,<PERSON>Woody Johnson</PERSON>'s search <LOCATION>New York</LOCATION> Jets' coach general manager <LOCATION>Seattle</LOCATION>.,News,http://www.nytimes.com/aponline/2015/01/01/sports/football/ap-fbn-jets-search.html,54a6180c7988102023c953c5,Pro Football,"{main:Jets <ORGANIZATION>Seattle Interview Coach<\/ORGANIZATION> G.M. Jobs,print_headline:Jets <ORGANIZATION>Seattle Interview Coach<\/ORGANIZATION>, <ORGANIZATION>GM<\/ORGANIZATION> Jobs}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"Reaction death three-term Gov. <PERSON>Mario Cuomo</PERSON>, died <DATE>Thursday</DATE> hours son, <PERSON>Andrew</PERSON>, sworn term governor.",null,[],<LOCATION>U.S.</LOCATION>,null,AP,[],None,2015-01-01T21:41:09Z,[],744,"Reaction death three-term Gov. <PERSON>Mario Cuomo</PERSON>, died <DATE>Thursday</DATE> hours son, <PERSON>Andrew</PERSON>, sworn term governor.",News,http://www.nytimes.com/aponline/2015/01/01/us/ap-us-obit-mario-cuomo-reaction.html,54a605bb7988102023c95235,null,"{main:What's Being Said About <PERSON>Mario Cuomo<\/PERSON>'s Death,print_headline:What's Being Said About <PERSON>Mario Cuomo<\/PERSON>'s Death}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
<PERSON>Andrew Cuomo</PERSON> sworn term governor <DATE>Thursday</DATE> hours father died.,null,[],<LOCATION>U.S.</LOCATION>,null,AP,[],None,2015-01-01T21:20:05Z,[],716,<PERSON>Andrew Cuomo</PERSON> sworn term governor <DATE>Thursday</DATE> hours father died.,News,http://www.nytimes.com/aponline/2015/01/01/us/ap-us-cuomo-inauguration.html,54a600e37988102023c951c6,null,"{main:Cuomo Begins 2nd Term Day His Father Dies,print_headline:Cuomo Begins 2nd Term Day His Father Dies}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"<PERSON>Mario Cuomo</PERSON>, son Italian immigrants eloquent spokesman generation liberal Democrats terms governor <LOCATION>New York</LOCATION> bring run president, died. He 82.",null,[],<LOCATION>U.S.</LOCATION>,null,AP,[],None,2015-01-01T21:15:05Z,[],1240,"<PERSON>Mario Cuomo</PERSON>, son Italian immigrants eloquent spokesman generation liberal Democrats terms governor <LOCATION>New York</LOCATION> bring run president, died. He 82.",News,http://www.nytimes.com/aponline/2015/01/01/us/ap-us-obit-mario-cuomo-.html,54a600187988102023c951b2,null,"{main:Ex-NY Gov. <PERSON>Mario Cuomo<\/PERSON>, Famed Oratory, Dies 82,print_headline:Ex-NY Gov. <PERSON>Mario Cuomo<\/PERSON>, Famed Oratory, Dies 82}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"<PERSON>Mario Cuomo</PERSON>, three-time governor <LOCATION>New York</LOCATION> leading voice Democratic Party's liberal wing turned invitations seek <LOCATION>U.S.</LOCATION> presidency, died <DATE>Thursday</DATE>. He 82.",null,[],<LOCATION>U.S.</LOCATION>,null,Reuters,[],None,2015-01-01T20:13:45Z,[],839,"<PERSON>Mario Cuomo</PERSON>, three-time governor <LOCATION>New York</LOCATION> leading voice Democratic Party's liberal wing turned invitations seek <LOCATION>U.S.</LOCATION> presidency, died <DATE>Thursday</DATE>. He 82.",News,http://www.nytimes.com/reuters/2015/01/01/us/01reuters-usa-politics-cuomo.html,54a5f16f7988102023c95066,null,"{main:Former <LOCATION>New York<\/LOCATION> Governor <PERSON>Mario Cuomo<\/PERSON> Dead 82,print_headline:Former <LOCATION>New York<\/LOCATION> Governor <PERSON>Mario Cuomo<\/PERSON> Dead 82}","{original:By REUTERS,person:[],organization:REUTERS}",article
"According recent studies, half Americans prospect good job home white picket fence, existed unachievable.",null,"[{name:type_of_material,rank:1,value:News}]",Opinion,"According recent studies, half Americans prospect good job home white picket fence, existed unachievable.",The New York Times,[],null,2015-01-01T19:32:18Z,[],2347,,Blog,http://www.nytimes.com/roomfordebate/2015/01/01/is-the-modern-american-dream-attainable,54a5e8887988102023c94f9e,Room For Debate,"{main:Is Modern American Dream Attainable??,kicker:Room For Debate}",null,blogpost
"Murders <LOCATION>New York</LOCATION> fell 328 <DATE>2014</DATE>, fewest <ORGANIZATION>New York Police Department</ORGANIZATION> started keeping reliable numbers <DATE>1963</DATE>, <ORGANIZATION>New York Times</ORGANIZATION> reported <DATE>Thursday</DATE>.",null,[],<LOCATION>N.Y.</LOCATION> / Region,null,Reuters,[],None,2015-01-01T15:53:40Z,[],303,"Murders <LOCATION>New York</LOCATION> fell 328 <DATE>2014</DATE>, fewest <ORGANIZATION>New York Police Department</ORGANIZATION> started keeping reliable numbers <DATE>1963</DATE>, <ORGANIZATION>New York Times</ORGANIZATION> reported <DATE>Thursday</DATE>.",News,http://www.nytimes.com/reuters/2015/01/01/nyregion/01reuters-usa-crime-newyork.html,54a5b4257988102023c94a9b,null,"{main:<LOCATION>New York City<\/LOCATION> Murders Hit Record Low 2014: NY Times,print_headline:<LOCATION>New York City<\/LOCATION> Murders Hit Record Low 2014: NY Times}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Bill Polian told Buffalo Bills, thanks: He's taking running proposed front-office job team.",null,[],Sports,null,AP,[],None,2015-01-01T14:51:09Z,[],412,"Bill Polian told Buffalo Bills, thanks: He's taking running proposed front-office job team.",News,http://www.nytimes.com/aponline/2015/01/01/sports/football/ap-fbn-bills-polian.html,54a5a6117988102023c94956,Pro Football,"{main:Polian Informs Bills He's Staying Broadcasting,print_headline:Polian Informs Bills He's Staying Broadcasting}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
<LOCATION>Brazil</LOCATION>'s President <PERSON>Dilma Rousseff</PERSON> began term <DATE>Thursday</DATE> vowing rein government spending curb inflation pull <LOCATION>Latin America</LOCATION>'s largest economy four-year slump.,null,[],World,null,Reuters,[],None,2015-01-01T14:39:40Z,[],597,<LOCATION>Brazil</LOCATION>'s President <PERSON>Dilma Rousseff</PERSON> began term <DATE>Thursday</DATE> vowing rein government spending curb inflation pull <LOCATION>Latin America</LOCATION>'s largest economy four-year slump.,News,http://www.nytimes.com/reuters/2015/01/01/world/americas/01reuters-brazil-rousseff.html,54a5a35e7988102023c9487a,Americas,"{main:<LOCATION>Brazil<\/LOCATION>'s Rousseff Vows Budget Cuts, Anti-Corruption Push Second Term,print_headline:<LOCATION>Brazil<\/LOCATION>'s Rousseff Vows Budget Cuts, Anti-Corruption Push Second Term}","{original:By REUTERS,person:[],organization:REUTERS}",article
The Alamo Bowl raises intriguing question UCLA: Is college farewell coach <PERSON>Jim Mora</PERSON>??,null,[],Sports,null,AP,[],None,2015-01-01T13:40:44Z,[],607,The Alamo Bowl raises intriguing question UCLA: Is college farewell coach <PERSON>Jim Mora</PERSON>??,News,http://www.nytimes.com/aponline/2015/01/01/sports/ncaafootball/ap-fbc-t25-alamo-bowl.html,54a5954d7988102023c9442c,College Football,"{main:Is Alamo Bowl Finale UCLA Coach <PERSON>Jim Mora<\/PERSON>??,print_headline:Is Alamo Bowl Finale UCLA Coach <PERSON>Jim Mora<\/PERSON>??}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
