snippet,print_page,keywords,section_name,abstract,source,blog,news_desk,pub_date,multimedia,word_count,lead_paragraph,type_of_material,web_url,_id,subsection_name,headline,byline,document_type
"It's year <LOCATION>Seoul</LOCATION> media communications student Lee Woong-hee finished studies, 26-year-old plans skip class graduation ceremony <DATE>February</DATE> thinks retaining student status finally land...",null,[],Business Day,null,Reuters,[],None,2015-01-01T16:02:56Z,[],778,"It's year <LOCATION>Seoul</LOCATION> media communications student Lee Woong-hee finished studies, 26-year-old plans skip class graduation ceremony <DATE>February</DATE> thinks retaining student status finally land job.",News,http://www.nytimes.com/reuters/2015/01/01/business/01reuters-southkorea-youth-unemployment.html,54a5b63b7988102023c94acb,null,"{main:With Jobs Scarce, South Korean Students Linger Campus,print_headline:With Jobs Scarce, South Korean Students Linger Campus}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Old Goats hilarious heartfelt story older men refuse quietly night retirement age.  The film finds humor everyday realities retirement life, providing refreshing perspective",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T14:48:49Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/01/15/movies/video-old-goats/video-old-goats-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/01/15/movies/video-old-goats/video-old-goats-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/01/15/movies/video-old-goats/video-old-goats-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/01/15/movies/video-old-goats/video-old-goats-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/01/15/movies/video-old-goats/video-old-goats-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/01/15/movies/video-old-goats/video-old-goats-thumbStandard.jpg,height:75}]",43,"Old Goats hilarious heartfelt story older men refuse quietly night retirement age.  The film finds humor everyday realities retirement life, providing refreshing perspective",Video,http://www.nytimes.com/video/movies/100000003360636/old-goats.html,54a5a4a47988102023c948e9,null,{"main":"Old Goats"},"{original:ShadowCatcher Entertainment,person:[{firstname:Shadowcatcher,role:reported,organization:,rank:1,lastname:Entertainment}]}",multimedia
"Bookish newly single <PERSON>Jesse Fisher Josh Radnor</PERSON> university admissions counselor mid-thirties living <LOCATION>New York City</LOCATION> returns <LOCATION>Ohio</LOCATION> alma mater retirement dinner honoring <PERSON>Peter Hoburg Richard Jenkins</PERSON>, favorite Eng",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T14:04:38Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-liberal-arts/video-liberal-arts-thumbStandard.jpg,height:75}]",40,"Bookish newly single <PERSON>Jesse Fisher Josh Radnor</PERSON> university admissions counselor mid-thirties living <LOCATION>New York City</LOCATION> returns <LOCATION>Ohio</LOCATION> alma mater retirement dinner honoring <PERSON>Peter Hoburg Richard Jenkins</PERSON>, favorite Eng",Video,http://www.nytimes.com/video/movies/100000003349761/liberal-arts.html,54a59a497988102023c945bd,null,{"main":"Liberal Arts"},"{original:IFC Films,person:[{firstname:Ifc,role:reported,organization:,rank:1,lastname:Films}]}",multimedia
"<PERSON>Ellie Hayley Atwell</PERSON>, free-spirited headstrong young woman, left charge retirement home Christmas holidays. Her youthful inexperience brings bitter conflict grumpy residents Hard Cor",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T13:16:00Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-how-about-you/video-how-about-you-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-how-about-you/video-how-about-you-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-how-about-you/video-how-about-you-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-how-about-you/video-how-about-you-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-how-about-you/video-how-about-you-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-how-about-you/video-how-about-you-thumbStandard.jpg,height:75}]",40,"<PERSON>Ellie Hayley Atwell</PERSON>, free-spirited headstrong young woman, left charge retirement home Christmas holidays. Her youthful inexperience brings bitter conflict grumpy residents Hard Cor",Video,http://www.nytimes.com/video/movies/100000003339279/how-about-you.html,54a58ee47988102023c94231,null,{"main":"How About You"},"{original:Strand Releasing,person:[{firstname:Strand,role:reported,organization:,rank:1,lastname:Releasing}]}",multimedia
A cop approaching retirement misdiagnosed terminally ill decides killed line duty family collect insurance policy.,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T13:02:27Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-short-time/video-short-time-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-short-time/video-short-time-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-short-time/video-short-time-articleLarge.jpg,xlargewidth:600,xlargeheight:348},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-short-time/video-short-time-articleLarge.jpg,height:348},{legacy:{thumbnail:images/2014/02/03/movies/video-short-time/video-short-time-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-short-time/video-short-time-thumbStandard.jpg,height:75}]",30,A cop approaching retirement misdiagnosed terminally ill decides killed line duty family collect insurance policy.,Video,http://www.nytimes.com/video/movies/100000003373585/short-time.html,54a58bdd7988102023c94137,null,{"main":"Short Time"},"{original:Live Home Video,person:[{firstname:Live,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
"The body young girl found alpine lake northern <LOCATION>Italy</LOCATION>. Sanzio, middle aged police officer, charge investigation. He retirement age ill wife recognize. In apparently",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T11:53:59Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-the-girl-by-the-lake/video-the-girl-by-the-lake-thumbStandard.jpg,height:75}]",46,"The body young girl found alpine lake northern <LOCATION>Italy</LOCATION>. Sanzio, middle aged police officer, charge investigation. He retirement age ill wife recognize. In apparently",Video,http://www.nytimes.com/video/movies/100000003387844/the-girl-by-the-lake.html,54a57bb179881011bed2d00a,null,{"main":"The Girl By The Lake"},"{original:MPI Home Video,person:[{firstname:Mpi,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
Academy Award-nominee ten-time Emmy-winner <PERSON>Hal Holbrook</PERSON>  Into Wild stars Oscar-winner <PERSON>Ray McKinnon</PERSON>  The <ORGANIZATION>Blind Side Alice Wonderland</ORGANIZATION>'s <PERSON>Mia Wasikowska</PERSON> critically acclaimed gem. Fleeing retirement home son,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T11:43:23Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-that-evening-sun/video-that-evening-sun-thumbStandard.jpg,height:75}]",36,Academy Award-nominee ten-time Emmy-winner <PERSON>Hal Holbrook</PERSON>  Into Wild stars Oscar-winner <PERSON>Ray McKinnon</PERSON>  The <ORGANIZATION>Blind Side Alice Wonderland</ORGANIZATION>'s <PERSON>Mia Wasikowska</PERSON> critically acclaimed gem. Fleeing retirement home son,Video,http://www.nytimes.com/video/movies/100000003381009/that-evening-sun.html,54a5792e79881011bed2cf79,null,{"main":"That Evening Sun"},"{original:Image Entertainment,person:[{firstname:Image,role:reported,organization:,rank:1,lastname:Entertainment}]}",multimedia
<ORGANIZATION>Fannie Flagg</ORGANIZATION>'s serio-comic story retirement home resident inspires lonely housewife tale Depression-era youth. Wonderful female ensemble!,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T10:09:09Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbStandard.jpg,height:75}]",24,<ORGANIZATION>Fannie Flagg</ORGANIZATION>'s serio-comic story retirement home resident inspires lonely housewife tale Depression-era youth. Wonderful female ensemble!,Video,http://www.nytimes.com/video/movies/100000003325560/fried-green-tomatoes.html,54a5632879881011bed2ca86,null,{"main":"Fried Green Tomatoes"},"{original:Universal Studios Home Entertainment,person:[{firstname:Universal,role:reported,organization:,middlename:Studios,rank:1,lastname:Home}]}",multimedia
"When <PERSON>Johnny Carson</PERSON> announced retirement, question replace host 'The Tonight Show' set brutal hilarious behind-the-scenes battle.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T07:05:56Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/03/21/movies/video-the-late-shift/video-the-late-shift-thumbStandard.jpg,height:75}]",28,"When <PERSON>Johnny Carson</PERSON> announced retirement, question replace host 'The Tonight Show' set brutal hilarious behind-the-scenes battle.",Video,http://www.nytimes.com/video/movies/100000003391958/the-late-shift.html,54a5382979881011bed2c0ed,null,{"main":"The Late Shift"},"{original:HBO Video,person:[{firstname:Hbo,role:reported,organization:,rank:1,lastname:Video}]}",multimedia
"Contract killer <PERSON>Charles Bronson</PERSON> retirement job stop vicious doctor, <PERSON>Jose Ferer</PERSON> teaches torture Central American dictatorships. Director <PERSON>J. Lee Thompson Bronson</PERSON> fans.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T06:47:09Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/03/21/movies/video-the-evil-that-men-do/video-the-evil-that-men-do-thumbStandard.jpg,height:75}]",35,"Contract killer <PERSON>Charles Bronson</PERSON> retirement job stop vicious doctor, <PERSON>Jose Ferer</PERSON> teaches torture Central American dictatorships. Director <PERSON>J. Lee Thompson Bronson</PERSON> fans.",Video,http://www.nytimes.com/video/movies/100000003386623/the-evil-that-men-do.html,54a533c279881011bed2bff1,null,{"main":"The Evil That Men Do"},"{original:Sony Pictures Home Entertainment,person:[{firstname:Sony,role:reported,organization:,middlename:Pictures,rank:1,lastname:Home}]}",multimedia
