snippet,print_page,keywords,section_name,abstract,source,blog,news_desk,pub_date,multimedia,word_count,lead_paragraph,type_of_material,web_url,_id,subsection_name,headline,byline,document_type
"Meet <PERSON>Hank Mike</PERSON>, blue-collar Easter Bunnies fired hand assortment odd jobs, failing.  Fighting depression, debt eventually, longtime pals set mission recapture",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T14:12:29Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-thumbW.de.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-hank-and-mike/video-hank-and-mike-thumbStandard.jpg,height:75}]",43,"Meet <PERSON>Hank Mike</PERSON>, blue-collar Easter Bunnies fired hand assortment odd jobs, failing.  Fighting depression, debt eventually, longtime pals set mission recapture",Video,http://www.nytimes.com/video/movies/100000003329872/hank-and-mike.html,54a59c207988102023c9464b,null,{"main":"<PERSON>Hank And Mike<\/PERSON>"},"{original:Magnolia Pictures,person:[{firstname:Magnolia,role:reported,organization:,rank:1,lastname:Pictures}]}",multimedia
Classic fact-based drama innocent man brutally victimized Depression-era criminal justice system.,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T13:48:29Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-i-am-a-fugitive-from-a-chain-gang/video-i-am-a-fugitive-from-a-chain-gang-thumbStandard.jpg,height:75}]",15,Classic fact-based drama innocent man brutally victimized Depression-era criminal justice system.,Video,http://www.nytimes.com/video/movies/100000003340045/i-am-a-fugitive-from-a-chain-gang.html,54a596827988102023c9448f,null,{"main":"I Am A Fugitive From A Chain Gang"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
"<PERSON>Susan Hayward</PERSON> and Dean <PERSON>Martin</PERSON> throw a wrench into <PERSON>Wilfred Hyde-White</PERSON>’s political machine in this Depression-era tale of corruption and power. Plucked out of obscurity by crooked party boss <PERSON>Sylvester Marin Hyde-White</PERSON>, good ol’ country boy Bo...",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T13:15:38Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-ada/video-ada-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-ada/video-ada-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-ada/video-ada-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-ada/video-ada-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-ada/video-ada-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-ada/video-ada-thumbStandard.jpg,height:75}]",38,"<PERSON>Susan Hayward</PERSON> and Dean <PERSON>Martin</PERSON> throw a wrench into <PERSON>Wilfred Hyde-White</PERSON>’s political machine in this Depression-era tale of corruption and power. Plucked out of obscurity by crooked party boss <PERSON>Sylvester Marin Hyde-White</PERSON>, good ol’ country boy <PERSON>Bo Gillis</PERSON>",Video,http://www.nytimes.com/video/movies/100000003308372/ada.html,54a58ecc7988102023c9422b,null,{"main":"Ada"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
"Based real-life events, <ORGANIZATION>Black Fury</ORGANIZATION> brings viewers deep Depression hard times...and heart <PERSON>Joe Radek</PERSON>, simple, hardworking coal miner thrown racketeers eager muscle unions.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T13:15:06Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-black-fury/video-black-fury-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-black-fury/video-black-fury-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-black-fury/video-black-fury-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-black-fury/video-black-fury-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/03/movies/video-black-fury/video-black-fury-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-black-fury/video-black-fury-thumbStandard.jpg,height:75}]",37,"Based real-life events, <ORGANIZATION>Black Fury</ORGANIZATION> brings viewers deep Depression hard times...and heart <PERSON>Joe Radek</PERSON>, simple, hardworking coal miner thrown racketeers eager muscle unions.",Video,http://www.nytimes.com/video/movies/100000003292769/black-fury.html,54a58ebc7988102023c94221,null,{"main":"Black Fury"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
"The marriage of The Times and New Year’s Eve began <DATE>Dec. 31, 1904</DATE>, when the newspaper moved from <LOCATION>Lower Manhattan</LOCATION> into a 24-story tower in the newly named Times Square.",null,[],false,"The marriage of The Times and New Year’s Eve began <DATE>Dec. 31, 1904</DATE>, when the newspaper moved from <LOCATION>Lower Manhattan</LOCATION> into a 24-story tower in the newly named Times Square.",The New York Times,[],null,2015-01-01T11:43:36Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2015/01/01/blogs/tbt4/tbt4-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2015/01/01/blogs/tbt4/tbt4-thumbWide.jpg,height:126},{legacy:{xlarge:images/2015/01/01/blogs/tbt4/tbt4-articleLarge.jpg,xlargewidth:600,xlargeheight:395},subtype:xlarge,width:600,type:image,url:images/2015/01/01/blogs/tbt4/tbt4-articleLarge.jpg,height:395},{legacy:{thumbnail:images/2015/01/01/blogs/tbt4/tbt4-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2015/01/01/blogs/tbt4/tbt4-thumbStandard.jpg,height:75}]",968,null,Blog,http://www.nytimes.com/times-insider/2015/01/01/1907-8-the-times-drops-the-ball/,54a579a579881011bed2cf94,false,"{main:1907-8 | The Times Drops Ball| The Times Drops the Ball,kicker:Times Insider}","{original:By <PERSON>DAVID W. DUNLAP<\/PERSON>,person:[{firstname:David,role:reported,organization:,middlename:W.,rank:1,lastname:DUNLAP}]}",blogpost
"A rigorous, suspenseful reworking <PERSON>James M. Cain</PERSON>'s classic Depression-era  The Postman Always Rings Twice <PERSON>Christian Petzold</PERSON>, <LOCATION>Germany</LOCATION>'s distinctive exciting filmmakers.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T11:41:45Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/03/movies/video-jerichow/video-jerichow-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/03/movies/video-jerichow/video-jerichow-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/03/movies/video-jerichow/video-jerichow-articleLarge.jpg,xlargewidth:600,xlargeheight:337},subtype:xlarge,width:600,type:image,url:images/2014/02/03/movies/video-jerichow/video-jerichow-articleLarge.jpg,height:337},{legacy:{thumbnail:images/2014/02/03/movies/video-jerichow/video-jerichow-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/03/movies/video-jerichow/video-jerichow-thumbStandard.jpg,height:75}]",28,"A rigorous, suspenseful reworking <PERSON>James M. Cain</PERSON>'s classic Depression-era  The Postman Always Rings Twice <PERSON>Christian Petzold</PERSON>, <LOCATION>Germany</LOCATION>'s distinctive exciting filmmakers.",Video,http://www.nytimes.com/video/movies/100000003344641/jerichow.html,54a578cb79881011bed2cf64,null,{"main":"Jerichow"},"{original:Cinema Guild,person:[{firstname:Cinema,role:reported,organization:,rank:1,lastname:Guild}]}",multimedia
Imagine Prince Thieves transported Depression-era <LOCATION>Chicago</LOCATION> laden mobsters giddy gangster-filled comedy.,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T10:22:00Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/06/movies/video-robin-and-the-seven-hoods/video-robin-and-the-seven-hoods-thumbStandard.jpg,height:75}]",24,Imagine Prince Thieves transported Depression-era <LOCATION>Chicago</LOCATION> laden mobsters giddy gangster-filled comedy.,Video,http://www.nytimes.com/video/movies/100000003369485/robin-and-the-seven-hoods.html,54a5662079881011bed2cb30,null,{"main":"<PERSON>Robin<\/PERSON> And The Seven Hoods"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
<ORGANIZATION>Fannie Flagg</ORGANIZATION>'s serio-comic story retirement home resident inspires lonely housewife tale Depression-era youth. Wonderful female ensemble!,null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T10:09:09Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/19/movies/video-fried-green-tomatoes/video-fried-green-tomatoes-thumbStandard.jpg,height:75}]",24,<ORGANIZATION>Fannie Flagg</ORGANIZATION>'s serio-comic story retirement home resident inspires lonely housewife tale Depression-era youth. Wonderful female ensemble!,Video,http://www.nytimes.com/video/movies/100000003325560/fried-green-tomatoes.html,54a5632879881011bed2ca86,null,{"main":"Fried Green Tomatoes"},"{original:Universal Studios Home Entertainment,person:[{firstname:Universal,role:reported,organization:,middlename:Studios,rank:1,lastname:Home}]}",multimedia
"During Great Depression, married sheet-music salesman falls love woman cheery songs era imagine life.",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T09:41:09Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/20/movies/video-pennies-from-heaven/video-pennies-from-heaven-thumbStandard.jpg,height:75}]",28,"During Great Depression, married sheet-music salesman falls love woman cheery songs era imagine life.",Video,http://www.nytimes.com/video/movies/100000003363500/pennies-from-heaven.html,54a55c8879881011bed2c90d,null,{"main":"Pennies From Heaven"},"{original:Warner Home Video,person:[{firstname:Warner,role:reported,organization:,middlename:Home,rank:1,lastname:Video}]}",multimedia
"As a family struggles to survive in rural <LOCATION>America</LOCATION> during the Great Depression, their daughter's secret affair begins a journey into the unknown. From writer/director, <ORGANIZATION>Asiel Norton</ORGANIZATION>, comes this story about the eternal laws of survival and existence, a",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T09:40:46Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/20/movies/video-redland/video-redland-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/20/movies/video-redland/video-redland-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/20/movies/video-redland/video-redland-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/20/movies/video-redland/video-redland-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/20/movies/video-redland/video-redland-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/20/movies/video-redland/video-redland-thumbStandard.jpg,height:75}]",39,"As a family struggles to survive in rural <LOCATION>America</LOCATION> during the Great Depression, their daughter's secret affair begins a journey into the unknown. From writer/director, <ORGANIZATION>Asiel Norton</ORGANIZATION>, comes this story about the eternal laws of survival and existence, a",Video,http://www.nytimes.com/video/movies/100000003367920/redland.html,54a55c7279881011bed2c908,null,{"main":"Redland"},"{original:Zyzak Film Company,person:[{firstname:Zyzak,role:reported,organization:,middlename:Film,rank:1,lastname:Company}]}",multimedia
