snippet,print_page,keywords,section_name,abstract,source,blog,news_desk,pub_date,multimedia,word_count,lead_paragraph,type_of_material,web_url,_id,subsection_name,headline,byline,document_type
"Deals worth nearly <MONEY>$3.5 trillion</MONEY> were announced, a performance favored by low interest rates and high stock prices.",null,"[{is_major:Y,name:subject,rank:1,value:Mergers, Acquisitions Divestitures}]",Business Day,"Deals worth nearly <MONEY>$3.5 trillion</MONEY> were announced, a performance favored by low interest rates and high stock prices.",The New York Times,[],Business,2015-01-01T19:32:44Z,[],525,null,Blog,http://dealbook.nytimes.com/2015/01/01/deal-makers-notched-nearly-3-5-trillion-worth-in-14-best-in-7-years/,54a5e7cc7988102023c94f8e,Dealbook,"{main:Deal Makers Notched Nearly <MONEY>$3.5<\/MONEY> <ORGANIZATION>Trillion Worth<\/ORGANIZATION> in &rsquo;14, Best in 7 Years,print_headline:Deal Makers Notched Nearly <MONEY>$3.5 Trillion<\/MONEY> Worth in \u201914, Best in 7 Years,kicker:DealBook}","{original:By <PERSON>MICHAEL J. DE<\/PERSON> LA MERCED,person:[{firstname:Michael,role:reported,organization:,middlename:J.,rank:1,lastname:DE LA MERCED}]}",blogpost
"Brian desperately seek quick fix deal executive position top investment firm. He decides, investing rest savings short-term drug deal preserve",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T17:23:01Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/05/12/movies/video-pressed/video-pressed-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/05/12/movies/video-pressed/video-pressed-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/05/12/movies/video-pressed/video-pressed-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/05/12/movies/video-pressed/video-pressed-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/05/12/movies/video-pressed/video-pressed-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/05/12/movies/video-pressed/video-pressed-thumbStandard.jpg,height:75}]",47,"Brian desperately seek quick fix deal executive position top investment firm. He decides, investing rest savings short-term drug deal preserve",Video,http://www.nytimes.com/video/movies/100000003365132/pressed.html,54a5c8d07988102023c94ca1,null,{"main":"Pressed"},"{original:Inception Media Group,person:[{firstname:Inception,role:reported,organization:,middlename:Media,rank:1,lastname:Group}]}",multimedia
"It's year <LOCATION>Seoul</LOCATION> media communications student Lee Woong-hee finished studies, 26-year-old plans skip class graduation ceremony <DATE>February</DATE> thinks retaining student status finally land...",null,[],Business Day,null,Reuters,[],None,2015-01-01T16:02:56Z,[],778,"It's year <LOCATION>Seoul</LOCATION> media communications student Lee Woong-hee finished studies, 26-year-old plans skip class graduation ceremony <DATE>February</DATE> thinks retaining student status finally land job.",News,http://www.nytimes.com/reuters/2015/01/01/business/01reuters-southkorea-youth-unemployment.html,54a5b63b7988102023c94acb,null,"{main:With Jobs Scarce, South Korean Students Linger Campus,print_headline:With Jobs Scarce, South Korean Students Linger Campus}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Beset critics buffeted economic woes, <ORGANIZATION>European Union</ORGANIZATION> chiefs forgiven thinking Pope <PERSON>Francis</PERSON> apply balm New Year address <ORGANIZATION>EU</ORGANIZATION> parliament.",null,[],Business Day,null,AP,[],None,2015-01-01T11:26:15Z,[],694,"Beset critics buffeted economic woes, <ORGANIZATION>European Union</ORGANIZATION> chiefs forgiven thinking Pope <PERSON>Francis</PERSON> apply balm New Year address <ORGANIZATION>EU</ORGANIZATION> parliament.",News,http://www.nytimes.com/aponline/2015/01/01/business/ap-eu-europes-new-year.html,54a575c579881011bed2ceaa,null,"{main:Troubled <ORGANIZATION>EU<\/ORGANIZATION> Hoping Only Way Is Up 2015,print_headline:Troubled <ORGANIZATION>EU<\/ORGANIZATION> Hoping Only Way Is Up 2015}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"In teeming metropolis <LOCATION>Mumbai</LOCATION>, people, separated class language, drawn compelling relationships.Shai <PERSON>Monica Dogra</PERSON>, affluent investment banker sabbatical, strikes unusual friendship Munna P",null,[],Movies,null,Internet Video Archive,[],Movies,2015-01-01T10:19:21Z,"[{legacy:{wideheight:126,widewidth:190,wide:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-thumbWide.jpg},subtype:wide,width:190,type:image,url:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-thumbWide.jpg,height:126},{legacy:{xlarge:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-articleLarge.jpg,xlargewidth:600,xlargeheight:338},subtype:xlarge,width:600,type:image,url:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-articleLarge.jpg,height:338},{legacy:{thumbnail:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-thumbStandard.jpg,thumbnailwidth:75,thumbnailheight:75},subtype:thumbnail,width:75,type:image,url:images/2014/02/08/movies/video-mumbai-diaries/video-mumbai-diaries-thumbStandard.jpg,height:75}]",36,"In teeming metropolis <LOCATION>Mumbai</LOCATION>, people, separated class language, drawn compelling relationships.Shai <PERSON>Monica Dogra</PERSON>, affluent investment banker sabbatical, strikes unusual friendship Munna P",Video,http://www.nytimes.com/video/movies/100000003356589/mumbai-diaries.html,54a5657d79881011bed2cb0c,null,{"main":"Mumbai Diaries"},"{original:UTV Communications,person:[{firstname:Utv,role:reported,organization:,rank:1,lastname:Communications}]}",multimedia
"<LOCATION>Latvia</LOCATION> took over the six-month rotating presidency of the <LOCATION>European Union</LOCATION> on <DATE>Thursday</DATE>, pledging to launch a <MONEY>315 billion</MONEY> euro <MONEY>$381 billion</MONEY> investment plan for the bloc and hoping to start a review of <LOCATION>Europe</LOCATION>'s border defense.",null,[],World,null,Reuters,[],None,2015-01-01T09:21:27Z,[],286,"<LOCATION>Latvia</LOCATION> took over the six-month rotating presidency of the <LOCATION>European Union</LOCATION> on <DATE>Thursday</DATE>, pledging to launch a <MONEY>315 billion</MONEY> euro <MONEY>$381 billion</MONEY> investment plan for the bloc and hoping to start a review of <LOCATION>Europe</LOCATION>'s border defense.",News,http://www.nytimes.com/reuters/2015/01/01/world/europe/01reuters-eu-latvia.html,54a558b879881011bed2c834,<LOCATION>Europe</LOCATION>,"{main:<LOCATION>Latvia<\/LOCATION> Takes <ORGANIZATION>EU<\/ORGANIZATION> Reins Focused Growth Plan, <ORGANIZATION>Border Defense<\/ORGANIZATION>,print_headline:<LOCATION>Latvia<\/LOCATION> Takes <ORGANIZATION>EU<\/ORGANIZATION> Reins Focused Growth Plan, <ORGANIZATION>Border Defense<\/ORGANIZATION>}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Beset critics buffeted economic woes, <ORGANIZATION>European Union</ORGANIZATION> chiefs forgiven thinking Pope <PERSON>Francis</PERSON> apply balm New Year address <ORGANIZATION>EU</ORGANIZATION> parliament.",null,[],World,null,AP,[],None,2015-01-01T07:44:52Z,[],694,"Beset critics buffeted economic woes, <ORGANIZATION>European Union</ORGANIZATION> chiefs forgiven thinking Pope <PERSON>Francis</PERSON> apply balm New Year address <ORGANIZATION>EU</ORGANIZATION> parliament.",News,http://www.nytimes.com/aponline/2015/01/01/world/europe/ap-eu-europes-new-year-.html,54a5424279881011bed2c33b,<LOCATION>Europe</LOCATION>,"{main:Troubled <ORGANIZATION>EU<\/ORGANIZATION> Hoping Only Way Is Up 2015,print_headline:Troubled <ORGANIZATION>EU<\/ORGANIZATION> Hoping Only Way Is Up 2015}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
"<LOCATION>North Korea</LOCATION>'s traditional goal Asian Cup show heart, determination spring shock win neighbours <LOCATION>South Korea Japan</LOCATION> trumpet fans back home.",null,[],Sports,null,Reuters,[],None,2015-01-01T03:42:50Z,[],516,"<LOCATION>North Korea</LOCATION>'s traditional goal Asian Cup show heart, determination spring shock win neighbours <LOCATION>South Korea Japan</LOCATION> trumpet fans back home.",News,http://www.nytimes.com/reuters/2015/01/01/sports/soccer/01reuters-soccer-asia-northkorea.html,54a5095179881011bed2b662,Soccer,"{main:Asian Cup Too Soon Improving Young <LOCATION>North Korea<\/LOCATION>,print_headline:Asian Cup Too Soon Improving Young <LOCATION>North Korea<\/LOCATION>}","{original:By REUTERS,person:[],organization:REUTERS}",article
"Potential <LOCATION>U.S.</LOCATION> Republican presidential candidate <PERSON>Jeb Bush</PERSON> resigned corporate non-profit board member positions, <LOCATION>Washington</LOCATION> Post reported <DATE>Wednesday</DATE>, <LOCATION>Florida</LOCATION> governor explores run <ORGANIZATION>White House</ORGANIZATION>.",null,[],<LOCATION>U.S.</LOCATION>,null,Reuters,[],None,2015-01-01T02:27:51Z,[],234,"Potential <LOCATION>U.S.</LOCATION> Republican presidential candidate <PERSON>Jeb Bush</PERSON> resigned corporate non-profit board member positions, <LOCATION>Washington</LOCATION> Post reported <DATE>Wednesday</DATE>, <LOCATION>Florida</LOCATION> governor explores run <ORGANIZATION>White House</ORGANIZATION>.",News,http://www.nytimes.com/reuters/2015/01/01/us/politics/01reuters-usa-politics-bush.html,54a4f7b679881011bed2b25a,Politics,"{main:<PERSON>Jeb Bush<\/PERSON> Quits <ORGANIZATION>Board Posts Ahead Possible White House<\/ORGANIZATION> Run: Washington Post,print_headline:<PERSON>Jeb Bush<\/PERSON> Quits <ORGANIZATION>Board Posts Ahead Possible White House<\/ORGANIZATION> Run: Washington Post}","{original:By REUTERS,person:[],organization:REUTERS}",article
An Arab-Israeli Muslim woman running parliament seat member hard-line religious Jewish party aligned <LOCATION>West Bank</LOCATION> settler movement opposes Palestinian independence.,null,[],World,null,AP,[],None,2015-01-01T02:03:01Z,[],528,An Arab-Israeli Muslim woman running parliament seat member hard-line religious Jewish party aligned <LOCATION>West Bank</LOCATION> settler movement opposes Palestinian independence.,News,http://www.nytimes.com/aponline/2015/01/01/world/middleeast/ap-ml-israel-unlikely-candidate.html,54a4f21f79881011bed2b11a,Middle East,"{main:Iconoclast Arab Backing Israel Runs Parliament,print_headline:Iconoclast Arab Backing Israel Runs Parliament}","{original:By THE ASSOCIATED PRESS,person:[],organization:THE ASSOCIATED PRESS}",article
